YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1991,KALASAPAKKAM,SUNDARASAMI M.,W,INC,M,65096,156148,117508,113497
1991,KALASAPAKKAM,THIRUVENGADAM P.S.,N,DMK,M,32152,156148,117508,113497
1991,KALASAPAKKAM,KALAISELVAN R.,N,PMK,M,12762,156148,117508,113497
1991,KALASAPAKKAM,SRIPATHI P.,N,BJP,M,1501,156148,117508,113497
1991,KALASAPAKKAM,PRAPHU S.,N,IND,M,984,156148,117508,113497
1991,KALASAPAKKAM,SARAVANAN M.,N,IND,M,668,156148,117508,113497
1991,KALASAPAKKAM,KASI T.,N,IND,M,334,156148,117508,113497
1991,POLUR,T. VEDIYAPPAN,W,ADMK,M,60262,151807,101913,97001
1991,POLUR,A. REJENDRAN,N,DMK,M,21637,151807,101913,97001
1991,POLUR,K.G. ELUMALAI,N,PMK,M,13026,151807,101913,97001
1991,POLUR,SANTHA S.,N,AMI,F,705,151807,101913,97001
1991,POLUR,M. ANNAMALAI,N,IND,M,505,151807,101913,97001
1991,POLUR,A. CHANNAPPA GOUNDER,N,IND,M,341,151807,101913,97001
1991,POLUR,K. CHINNADURAI,N,IND,M,275,151807,101913,97001
1991,POLUR,V.L.A. PICHANDI,N,IND,M,152,151807,101913,97001
1991,POLUR,M. JAYABALAM,N,IND,M,98,151807,101913,97001
1991,ANAICUT,DHARAMALINGAM K.,W,ADMK,M,54413,161182,100310,94484
1991,ANAICUT,KANNAN S.P.,N,DMK,M,18880,161182,100310,94484
1991,ANAICUT,MOHAN R.,N,PMK,M,17163,161182,100310,94484
1991,ANAICUT,PALANIVELAN A.,N,IND,M,1872,161182,100310,94484
1991,ANAICUT,GOVINDA RAO,N,IND,M,594,161182,100310,94484
1991,ANAICUT,SAMPATHU T.,N,TMM,M,436,161182,100310,94484
1991,ANAICUT,VARADHARAJAN A.,N,JP,M,383,161182,100310,94484
1991,ANAICUT,VISWANATHAN G.,N,AMI,M,269,161182,100310,94484
1991,ANAICUT,LAKSHMANAN N.,N,IND,M,207,161182,100310,94484
1991,ANAICUT,MOHANRAJ N.S.,N,IND,M,137,161182,100310,94484
1991,ANAICUT,RAJENDRAN K.,N,IND,M,130,161182,100310,94484
1991,VELLORE,GNANASEKARAN C.,W,INC,M,60698,192744,106184,104111
1991,VELLORE,RAMALINGAM A.M.,N,DMK,M,37632,192744,106184,104111
1991,VELLORE,HABIBULLAH M.M.,N,MUL,M,3973,192744,106184,104111
1991,VELLORE,LOGANATHAN R.,N,JP,M,828,192744,106184,104111
1991,VELLORE,SHARIEF M.Z.,N,IND,M,185,192744,106184,104111
1991,VELLORE,STALIN K.,N,TMM,M,181,192744,106184,104111
1991,VELLORE,DAKSHINAMOORTHY J.,N,IND,M,149,192744,106184,104111
1991,VELLORE,JAYAKUMAR A.,N,IND,M,121,192744,106184,104111
1991,VELLORE,MAHABOOB BASHA J.,N,IND,M,119,192744,106184,104111
1991,VELLORE,EDWARD D.K.,N,IND,M,113,192744,106184,104111
1991,VELLORE,NATARAJAN A.,N,IND,M,112,192744,106184,104111
1991,ARNI,JAISON JACOB I.R.,W,ADMK,M,66355,161120,117747,113405
1991,ARNI,SELVARASU E.,N,DMK,M,32043,161120,117747,113405
1991,ARNI,MOORTHI GOUNDER M.,N,PMK,M,11902,161120,117747,113405
1991,ARNI,KANDASAMY M.,N,AMI,M,2202,161120,117747,113405
1991,ARNI,DURAI AACHARI A.,N,IND,M,470,161120,117747,113405
1991,ARNI,MURUGESAN K.,N,IND,M,221,161120,117747,113405
1991,ARNI,SURAVANAN S.,N,IND,M,212,161120,117747,113405
1991,CHEYYAR,A. DEVARAJ,W,ADMK,M,66061,157173,113737,109021
1991,CHEYYAR,V. ANBAZHAGAN,N,DMK,M,30106,157173,113737,109021
1991,CHEYYAR,G. ULAGANATHAN,N,PMK,M,12149,157173,113737,109021
1991,CHEYYAR,P. CHANDARAN,N,IND,M,398,157173,113737,109021
1991,CHEYYAR,K.V. BALAKRISHNAN,N,IND,M,307,157173,113737,109021
1991,VANDAVASI,THAMAZHARASAN C.K.,W,ADMK,M,55990,162559,109576,104974
1991,VANDAVASI,RAJAGOPAL V.,N,DMK,M,26496,162559,109576,104974
1991,VANDAVASI,MURTHY G.,N,PMK,M,21649,162559,109576,104974
1991,VANDAVASI,KISTAN C.,N,IND,M,839,162559,109576,104974
1991,PERANAMALLUR,SRINIVASAN A.K.,W,ADMK,M,56653,158084,108414,103846
1991,PERANAMALLUR,SUBRAMANIYAN G.,N,DMK,M,29481,158084,108414,103846
1991,PERANAMALLUR,ANANDAN L.,N,PMK,M,17712,158084,108414,103846
1991,MELMALAYANUR,JANAKIRAMAM G.,W,INC,M,56864,160282,110444,107384
1991,MELMALAYANUR,PANCHATCHARAM R.,N,DMK,M,30372,160282,110444,107384
1991,MELMALAYANUR,ANBALAGAN G.,N,PMK,M,18029,160282,110444,107384
1991,MELMALAYANUR,BALASUNDARAM A.,N,IND,M,1069,160282,110444,107384
1991,MELMALAYANUR,ARUMUGAM P.,N,IND,M,663,160282,110444,107384
1991,MELMALAYANUR,ANNADURAI S.,N,TMM,M,387,160282,110444,107384
1991,GINGEE,ERAMASASS S.S.R.,W,INC,M,57390,166223,113722,110903
1991,GINGEE,RAMACHANDARAN N.,N,DMK,M,33916,166223,113722,110903
1991,GINGEE,ELUMALAI KOUNDER V.,N,PMK,M,18178,166223,113722,110903
1991,GINGEE,INIYADAYALAN G.,N,IND,M,581,166223,113722,110903
1991,GINGEE,ELANGEERTHY A.,N,IND,M,434,166223,113722,110903
1991,GINGEE,ARUMUGASM P.,N,IND,M,144,166223,113722,110903
1991,GINGEE,KADAVAUL P.,N,IND,M,138,166223,113722,110903
1991,GINGEE,DASS N.,N,IND,M,122,166223,113722,110903
1991,TINDIVANAM,PANNIRSELVAM S.,W,INC,M,48317,145939,99022,95532
1991,TINDIVANAM,MASILAMANI R.,N,DMK,M,29282,145939,99022,95532
1991,TINDIVANAM,KARURANIDHI M.,N,PMK,M,16580,145939,99022,95532
1991,TINDIVANAM,SADAIAN K.,N,BSP,M,577,145939,99022,95532
1991,TINDIVANAM,BALAJI N.,N,TMM,M,436,145939,99022,95532
1991,TINDIVANAM,SUBRAMANIAN E.,N,IND,M,340,145939,99022,95532
1991,VANUR,ARUMUGAM S.,W,ADMK,M,60128,169151,113116,106795
1991,VANUR,JAYASEELAN N.V.,N,DMK,M,23659,169151,113116,106795
1991,VANUR,RAMAJAYAM M.H.,N,PMK,M,21081,169151,113116,106795
1991,VANUR,KANNAN M.,N,IND,M,455,169151,113116,106795
1991,VANUR,VENU GOPALAM,N,IND,M,422,169151,113116,106795
1991,VANUR,KUPPUSAMY V.,N,IND,M,320,169151,113116,106795
1991,VANUR,RAMACHANDARAN K.,N,IND,M,315,169151,113116,106795
1991,VANUR,T AMIL MANI S.,N,IND,M,292,169151,113116,106795
1991,VANUR,JAYA K.,N,IND,F,123,169151,113116,106795
1991,KANDAMANGALAM,V. SUBRAMANIAM,W,ADMK,M,60628,166813,111517,106066
1991,KANDAMANGALAM,S. ALAGUVELU,N,DMK,M,25348,166813,111517,106066
1991,KANDAMANGALAM,G.N. SAMPATHKUMAR,N,PMK,M,18657,166813,111517,106066
1991,KANDAMANGALAM,ANANDAVALLI,N,JP,F,609,166813,111517,106066
1991,KANDAMANGALAM,JR.V. SEETHARAMAN,N,IND,M,347,166813,111517,106066
1991,KANDAMANGALAM,A. GURUNATHAN,N,IND,M,199,166813,111517,106066
1991,KANDAMANGALAM,M.G. NAGAMANI,N,RPI,M,186,166813,111517,106066
1991,KANDAMANGALAM,K.G. VARATHARAJ,N,IND,M,92,166813,111517,106066
1991,VILLUPURAM,D. JANAARDHANAN,W,ADMK,M,55105,176980,118279,112866
1991,VILLUPURAM,K. DEIVASIGAMANI ALIAS PONMUDI,N,DMK,M,37665,176980,118279,112866
1991,VILLUPURAM,V. KRISHNAMURTHY,N,IND,M,18304,176980,118279,112866
1991,VILLUPURAM,U. MOHAMED YOUNUS,N,IND,M,636,176980,118279,112866
1991,VILLUPURAM,D. DEENADHAYALAN,N,ICS(SCS),M,598,176980,118279,112866
1991,VILLUPURAM,A. ANAVARATHAN,N,IND,M,292,176980,118279,112866
1991,VILLUPURAM,M. BALASHANMUGAM,N,IND,M,266,176980,118279,112866
1991,MUGAIYUR,SAVITHIRI AMMAL R.,W,ADMK,F,56118,155325,105210,100371
1991,MUGAIYUR,SAMPATH A.G.,N,DMK,M,30698,155325,105210,100371
1991,MUGAIYUR,SUBRAMANIAM A.,N,PMK,M,13020,155325,105210,100371
1991,MUGAIYUR,KESAVAN M.,N,IND,M,249,155325,105210,100371
1991,MUGAIYUR,SOMALINGAM K.,N,IND,M,193,155325,105210,100371
1991,MUGAIYUR,ARJUNAN C.,N,IND,M,93,155325,105210,100371
1991,THIRUNAVALUR,J. PANNEERSELVAM,W,ADMK,M,56353,139727,100702,95835
1991,THIRUNAVALUR,A.V. BALASUBRAMANIYAM,N,DMK,M,28367,139727,100702,95835
1991,THIRUNAVALUR,M. ABBAIAGAN,N,PMK,M,10328,139727,100702,95835
1991,THIRUNAVALUR,P. SANKAR ALIAS ADISANKAR,N,IND,M,296,139727,100702,95835
1991,THIRUNAVALUR,V. ABBAY,N,TMM,M,292,139727,100702,95835
1991,THIRUNAVALUR,N. ANANTHARANGANATHAN,N,IND,M,199,139727,100702,95835
1991,ULUNDURPET,ANANDAN M.,W,ADMK,M,71785,176021,117557,110122
1991,ULUNDURPET,MAYILVAHANAN PON,N,DMK,M,26500,176021,117557,110122
1991,ULUNDURPET,RAMASAMY A.P.,N,PMK,M,6172,176021,117557,110122
1991,ULUNDURPET,AMALADOSS ALIAS AMALAN,N,IND,M,3105,176021,117557,110122
1991,ULUNDURPET,SEKAR R.,N,BJP,M,1130,176021,117557,110122
1991,ULUNDURPET,SUBRAMANIYAN G.,N,IND,M,771,176021,117557,110122
1991,ULUNDURPET,GANESHAN G.,N,IND,M,524,176021,117557,110122
1991,ULUNDURPET,MAYAVAN K.,N,IND,M,135,176021,117557,110122
1991,NELLIKUPPAM,DAMOTHARAN C.,W,ADMK,M,57373,145061,101118,96250
1991,NELLIKUPPAM,GOVINDARAJAN C.,N,CPM,M,22265,145061,101118,96250
1991,NELLIKUPPAM,DEVANATHAN A.,N,PMK,M,15610,145061,101118,96250
1991,NELLIKUPPAM,SELVAM M.,N,IND,M,540,145061,101118,96250
1991,NELLIKUPPAM,KATHAVARAYAN S.,N,IND,M,145,145061,101118,96250
1991,NELLIKUPPAM,SEETHARAMAN R.V.,N,IND,M,145,145061,101118,96250
1991,NELLIKUPPAM,BAKTHAVATCHALA NAYAGAR N.,N,IND,M,116,145061,101118,96250
1991,NELLIKUPPAM,VIRUTHAGIRI R.,N,IND,M,56,145061,101118,96250
1991,CUDDALORE,VENKATESAN P.R.S.,W,INC,M,51459,172538,109294,105873
1991,CUDDALORE,PUGAZHENDHI E.,N,DMK,M,36284,172538,109294,105873
1991,CUDDALORE,ABDUL LATEEF K.,N,PMK,M,15940,172538,109294,105873
1991,CUDDALORE,CHOKKALILNGA ACHARI K.,N,BJP,M,1171,172538,109294,105873
1991,CUDDALORE,ETHIRAJI P.C.,N,IND,M,321,172538,109294,105873
1991,CUDDALORE,PURUSHOTHAMAN M.,N,BSP,M,234,172538,109294,105873
1991,CUDDALORE,SELVAM J.,N,TMM,M,193,172538,109294,105873
1991,CUDDALORE,RAJAMANICKAM M.P.,N,IND,M,155,172538,109294,105873
1991,CUDDALORE,DANIEL ALIAS RAJKAMAL M.,N,IND,M,116,172538,109294,105873
1991,PANRUTI,RAMACHANDARAN S.,W,PMK,M,39911,147023,111602,106407
1991,PANRUTI,DEVASUNDARAM R.,N,ADMK,M,38789,147023,111602,106407
1991,PANRUTI,MANI A.,N,DMK,M,27354,147023,111602,106407
1991,PANRUTI,SIGMANI THANGA,N,IND,M,353,147023,111602,106407
1991,KURINJIPADI,SIVASUBRAMANIAN K.,W,ADMK,M,51313,172154,112908,109364
1991,KURINJIPADI,GANESHMOORTHY N.,N,DMK,M,38842,172154,112908,109364
1991,KURINJIPADI,THANGARASU A.,N,PMK,M,18638,172154,112908,109364
1991,KURINJIPADI,ANBUDURAISAMY R.N.,N,IND,M,571,172154,112908,109364
1991,BHUVANAGIRI,G. MALLIGA,W,ADMK,F,48164,149984,107472,103853
1991,BHUVANAGIRI,R.T. SABAPATHY MOHAN,N,DMK,M,27530,149984,107472,103853
1991,BHUVANAGIRI,P.D. ARUIMOZHI,N,PMK,M,27511,149984,107472,103853
1991,BHUVANAGIRI,M. THAMAYANTHI,N,IND,F,260,149984,107472,103853
1991,BHUVANAGIRI,R. RADHAKRISHNAN,N,BSP,M,220,149984,107472,103853
1991,BHUVANAGIRI,R. MEIDEENKHAN,N,IND,M,168,149984,107472,103853
1991,KATTUMANNARKOIL,RAJENDIRAN N.R.,W,ADMK,M,48103,136540,95251,92311
1991,KATTUMANNARKOIL,VETRIVEERAN G.,N,PMK,M,21785,136540,95251,92311
1991,KATTUMANNARKOIL,RAMALINGAM E.,N,DMK,M,20740,136540,95251,92311
1991,KATTUMANNARKOIL,RENGANATHAN M.,N,JP,M,996,136540,95251,92311
1991,KATTUMANNARKOIL,DHAYANANDAM A.,N,IND,M,331,136540,95251,92311
1991,KATTUMANNARKOIL,KALIAMOORTHY G.,N,BSP,M,193,136540,95251,92311
1991,KATTUMANNARKOIL,JOTHIAYMAL P.,N,TMM,F,91,136540,95251,92311
1991,KATTUMANNARKOIL,UDHIRANAM A.,N,IND,M,72,136540,95251,92311
1991,CHIDAMBARAM,ALAGIRI S.,W,INC,M,48767,142369,98437,95244
1991,CHIDAMBARAM,PANNEERSELVAM M.R.K.,N,DMK,M,29114,142369,98437,95244
1991,CHIDAMBARAM,DEVADASU K.,N,PMK,M,15913,142369,98437,95244
1991,CHIDAMBARAM,SANJEEVI K.,N,IND,M,443,142369,98437,95244
1991,CHIDAMBARAM,DEIVANAYAGAM K.,N,IND,M,277,142369,98437,95244
1991,CHIDAMBARAM,THANGARAJ R.,N,TMM,M,246,142369,98437,95244
1991,CHIDAMBARAM,DHARMAN K.,N,IND,M,234,142369,98437,95244
1991,CHIDAMBARAM,AZEEZKHAN M.P.,N,IND,M,148,142369,98437,95244
1991,CHIDAMBARAM,SUBRAMANIAN THANGA,N,IND,M,102,142369,98437,95244
1991,VRIDHACHALAM,ARANGANATHAN R.D.,W,ADMK,M,51931,162791,119101,115262
1991,VRIDHACHALAM,RAJENDIRAN A. ALIAS DEERAN,N,PMK,M,37634,162791,119101,115262
1991,VRIDHACHALAM,SELVARAJU M.,N,DMK,M,23832,162791,119101,115262
1991,VRIDHACHALAM,PURUSHOTHAMAN G.P.,N,BSP,M,610,162791,119101,115262
1991,VRIDHACHALAM,THIYAGARAJAN S.,N,TMM,M,328,162791,119101,115262
1991,VRIDHACHALAM,SIVANESAN R.,N,IND,M,288,162791,119101,115262
1991,VRIDHACHALAM,VENUGOPAL A.V.,N,JP,M,284,162791,119101,115262
1991,VRIDHACHALAM,SAMY N.,N,IND,M,158,162791,119101,115262
1991,VRIDHACHALAM,UANIBASHA D.,N,IND,M,109,162791,119101,115262
1991,VRIDHACHALAM,PANNEERSELVAM G.,N,IND,M,88,162791,119101,115262
1991,MANGALORE,PURATCHIMANI S.,W,INC,M,62302,169669,115622,111985
1991,MANGALORE,GANESAN V.,N,DMK,M,26549,169669,115622,111985
1991,MANGALORE,DHIRAVIDAMANI S.,N,PMK,M,21165,169669,115622,111985
1991,MANGALORE,KASINATHAN R.,N,TMM,M,629,169669,115622,111985
1991,MANGALORE,SIVAPRAKASAM V.,N,BSP,M,560,169669,115622,111985
1991,MANGALORE,CHIDAMBARAM S.,N,IND,M,545,169669,115622,111985
1991,MANGALORE,DURAISAMY V.,N,IND,M,235,169669,115622,111985
1991,RISHIVANDIAM,GOVINDASRAJU M.,W,ADMK,M,58030,148616,100337,94263
1991,RISHIVANDIAM,THANGAM M.,N,DMK,M,24899,148616,100337,94263
1991,RISHIVANDIAM,VIJALAKSHMI P.,N,PMK,M,9568,148616,100337,94263
1991,RISHIVANDIAM,THOPPALAN K.,N,IND,M,918,148616,100337,94263
1991,RISHIVANDIAM,CHANDRASEKARAN P.,N,IND,M,383,148616,100337,94263
1991,RISHIVANDIAM,MANI M.,N,IND,M,362,148616,100337,94263
1991,RISHIVANDIAM,MUNUSAMY K.P.,N,IND,M,103,148616,100337,94263
1991,CHINNASALEM,PARAMASIVAM R.P.,W,ADMK,M,66942,159970,107512,103906
1991,CHINNASALEM,MOOKKAPPAN R.,N,DMK,M,27900,159970,107512,103906
1991,CHINNASALEM,VAYAPURI M.,N,PMK,M,5603,159970,107512,103906
1991,CHINNASALEM,SUBRAMANIYAM A.,N,AMI,M,2618,159970,107512,103906
1991,CHINNASALEM,PREAMANANDAN P.,N,IND,M,649,159970,107512,103906
1991,CHINNASALEM,SYED HASHEEM H.,N,IND,M,194,159970,107512,103906
1991,SANKARAPURAM,RAMASWAMY C.,W,ADMK,M,71688,164280,111533,105329
1991,SANKARAPURAM,ARUNACHALAM S.,N,DMK,M,26610,164280,111533,105329
1991,SANKARAPURAM,SAMPATH A.,N,PMK,M,3102,164280,111533,105329
1991,SANKARAPURAM,KALIAPERUMAL T.A.,N,IND,M,2036,164280,111533,105329
1991,SANKARAPURAM,MEYYANATHAN K.,N,BJP,M,804,164280,111533,105329
1991,SANKARAPURAM,KARUNANITHI T.,N,IND,M,634,164280,111533,105329
1991,SANKARAPURAM,KRISHNAN V.,N,IND,M,275,164280,111533,105329
1991,SANKARAPURAM,LOGANATHAN M.,N,IND,M,180,164280,111533,105329
1991,HOSUR,MANOHARAN K.A.,W,INC,M,47346,177739,103376,99377
1991,HOSUR,VENKATASWAMY B.,N,JD,M,38600,177739,103376,99377
1991,HOSUR,NARENDIRAN K.S.,N,BJP,M,10521,177739,103376,99377
1991,HOSUR,SUBRAMANIYAM B.,N,PMK,M,1958,177739,103376,99377
1991,HOSUR,RAMACHANDARAN B.M.,N,TMM,M,356,177739,103376,99377
1991,HOSUR,PARTHASARATHY N.R.,N,IND,M,302,177739,103376,99377
1991,HOSUR,MOOVENDAN M.,N,IND,M,294,177739,103376,99377
1991,THALLI,M. VENKATARAMAREDDY,W,INC,M,38831,147078,88049,84627
1991,THALLI,V. RANGAREDDY,N,BJP,M,28270,147078,88049,84627
1991,THALLI,B. RAMACHANDRAREDDY,N,JD,M,14917,147078,88049,84627
1991,THALLI,ABDULNASAR ALIAS NASAR,N,PMK,M,1412,147078,88049,84627
1991,THALLI,K. JAISANKAR,N,TMM,M,466,147078,88049,84627
1991,THALLI,H.P. KRISHNAPPA,N,IND,M,301,147078,88049,84627
1991,THALLI,B.N. NARAYANAREDDY,N,IND,M,293,147078,88049,84627
1991,THALLI,CHANDRAMMA M.,N,IND,F,137,147078,88049,84627
1991,KAVERIPATTINAM,MUNUSAMY K.P.,W,ADMK,M,70136,154730,106669,100675
1991,KAVERIPATTINAM,GOVINDASAMY V.C.,N,DMK,M,22900,154730,106669,100675
1991,KAVERIPATTINAM,THATHA GOUNDER N.,N,PMK,M,6084,154730,106669,100675
1991,KAVERIPATTINAM,NAGARAJAN C.,N,IND,M,651,154730,106669,100675
1991,KAVERIPATTINAM,KRISHNAN J.P.,N,BJP,M,533,154730,106669,100675
1991,KAVERIPATTINAM,SANKAR R.,N,IND,M,259,154730,106669,100675
1991,KAVERIPATTINAM,RANGANATHAN P.M.,N,IND,M,112,154730,106669,100675
1991,KRISHNAGIRI,MUNIVEKTATAPPAN K.,W,ADMK,M,63729,155585,96861,91145
1991,KRISHNAGIRI,MUSTA AHMED T.H.,N,DMK,M,23761,155585,96861,91145
1991,KRISHNAGIRI,RUKKUMANI AMMAL M.,N,BJP,M,1511,155585,96861,91145
1991,KRISHNAGIRI,KANMANI K.C.,N,PMK,M,991,155585,96861,91145
1991,KRISHNAGIRI,RAVI S.,N,JP,M,603,155585,96861,91145
1991,KRISHNAGIRI,MURUGESAN M.,N,IND,M,550,155585,96861,91145
1991,BARGUR,J. JAYALALITHA,W,ADMK,F,67680,157980,109478,103841
1991,BARGUR,T. RAJHENDHER,N,TMK,M,30465,157980,109478,103841
1991,BARGUR,A.C. CHINNASAMY,N,PMK,M,1815,157980,109478,103841
1991,BARGUR,E.G. SUGAVANAM,N,DMK,M,1311,157980,109478,103841
1991,BARGUR,V.T.R. GEERAPA GOUNDER,N,IND,M,501,157980,109478,103841
1991,BARGUR,V. TAMILARASU,N,IND,M,477,157980,109478,103841
1991,BARGUR,R. VENKATESAN,N,BJP,M,463,157980,109478,103841
1991,BARGUR,YUVARAJ G.,N,IND,M,373,157980,109478,103841
1991,BARGUR,S. SUNDARAMOORTHIY,N,IND,M,191,157980,109478,103841
1991,BARGUR,N.M. GANESAN,N,IND,M,143,157980,109478,103841
1991,BARGUR,M.S. SREEDHARAN,N,IND,M,92,157980,109478,103841
1991,BARGUR,A. PERUMAL,N,IND,M,83,157980,109478,103841
1991,BARGUR,V. SUBRAMANIAM,N,IND,M,66,157980,109478,103841
1991,BARGUR,K. SUBRAMANIAM,N,IND,M,64,157980,109478,103841
1991,BARGUR,N. PICHANDI,N,IND,M,63,157980,109478,103841
1991,BARGUR,N. SETHURAMAN,N,IND,M,54,157980,109478,103841
1991,HARUR,ABARANJI P.,W,INC,M,66636,179487,117670,113790
1991,HARUR,KARIYAMAL P.V.,N,PMK,M,24172,179487,117670,113790
1991,HARUR,ANNAMALAI M.,N,CPM,M,22175,179487,117670,113790
1991,HARUR,MUNISWAMI L.,N,IND,M,451,179487,117670,113790
1991,HARUR,THEETHAN A.,N,TMM,M,356,179487,117670,113790
1991,MORAPPUR,K. SINGARAM,W,ADMK,M,53477,148890,103339,100353
1991,MORAPPUR,A. ARUNACHALAM,N,PMK,M,23973,148890,103339,100353
1991,MORAPPUR,V. SAMIKANNU,N,DMK,M,22678,148890,103339,100353
1991,MORAPPUR,C. SATHIYAMOORTHY,N,TMM,M,225,148890,103339,100353
1991,PALACODE,SEKHAR M.G,W,ADMK,M,63170,161704,107000,101609
1991,PALACODE,ARUNACHALAM K.,N,JD,M,23911,161704,107000,101609
1991,PALACODE,MANNAN K.,N,PMK,M,12423,161704,107000,101609
1991,PALACODE,SHIVASANKARAN P. V.,N,BJP,M,1027,161704,107000,101609
1991,PALACODE,SAMINATHAN,N,IND,M,749,161704,107000,101609
1991,PALACODE,AKKUMARAN A.,N,IND,M,124,161704,107000,101609
1991,PALACODE,PERIASAMY P.,N,IND,M,104,161704,107000,101609
1991,PALACODE,GOVINDARAJ S.,N,IND,M,101,161704,107000,101609
1991,DHARMAPURI,PONNUSAMY P.,W,INC,M,53910,171628,109553,105484
1991,DHARMAPURI,CHINNASAMY R.,N,DMK,M,27017,171628,109553,105484
1991,DHARMAPURI,RAMALINGAM P.,N,PMK,M,22810,171628,109553,105484
1991,DHARMAPURI,SURESH R.,N,IND,M,768,171628,109553,105484
1991,DHARMAPURI,PALANI K.,N,IND,M,307,171628,109553,105484
1991,DHARMAPURI,KRISHNAN L.M.,N,IND,M,297,171628,109553,105484
1991,DHARMAPURI,PARTHIBAN P.R.,N,IND,M,257,171628,109553,105484
1991,DHARMAPURI,MOORTHI R.,N,IND,M,118,171628,109553,105484
1991,PENNAGARAM,V. PURUSHOTHAMAN,W,ADMK,M,49585,160888,100854,95746
1991,PENNAGARAM,N.M. SUBRAMANIAM,N,PMK,M,30757,160888,100854,95746
1991,PENNAGARAM,M. ARUMUGAM,N,CPI,M,14830,160888,100854,95746
1991,PENNAGARAM,K. MATHU,N,TMM,M,412,160888,100854,95746
1991,PENNAGARAM,MARIMUTHU,N,IND,M,162,160888,100854,95746
1991,METTUR,S. SUNDARAMBAL,W,ADMK,F,53368,178129,112241,108245
1991,METTUR,G.K. MANI,N,PMK,M,26825,178129,112241,108245
1991,METTUR,M. SEERANGAN,N,CPM,M,17878,178129,112241,108245
1991,METTUR,K.P. NACHIMUTHU,N,IND,M,8822,178129,112241,108245
1991,METTUR,K. BALAGANGADARAN,N,IND,M,342,178129,112241,108245
1991,METTUR,K.K. SIDDAN,N,IND,M,338,178129,112241,108245
1991,METTUR,R. PALANISAMY,N,IND,M,246,178129,112241,108245
1991,METTUR,K. SUBRAMANIAM,N,IND,M,119,178129,112241,108245
1991,METTUR,V.C. NATARAJAN,N,IND,M,95,178129,112241,108245
1991,METTUR,M. KRISHNASASMY,N,IND,M,77,178129,112241,108245
1991,METTUR,M. ANTHONYSAMY,N,IND,M,74,178129,112241,108245
1991,METTUR,T. MUTHU,N,IND,M,61,178129,112241,108245
1991,TARAMANGALAM,PALANISAMY R.,W,INC,M,50538,166184,110187,106036
1991,TARAMANGALAM,AMMASI S.,N,PMK,M,42204,166184,110187,106036
1991,TARAMANGALAM,NACRIMUTHU P.,N,JD,M,11602,166184,110187,106036
1991,TARAMANGALAM,KANDASAMY A.,N,IND,M,450,166184,110187,106036
1991,TARAMANGALAM,SUNDARAM K.,N,IND,M,403,166184,110187,106036
1991,TARAMANGALAM,MANI C.,N,IND,M,315,166184,110187,106036
1991,TARAMANGALAM,SITHAN K.,N,IND,M,211,166184,110187,106036
1991,TARAMANGALAM,KARUPPANNAN P.K.,N,IND,M,160,166184,110187,106036
1991,TARAMANGALAM,PALANISAMY R.,N,IND,M,153,166184,110187,106036
1991,OMALUR,KRISHNAN C.,W,ADMK,M,60783,159123,97793,92406
1991,OMALUR,SADASIVAM K.,N,PMK,M,23430,159123,97793,92406
1991,OMALUR,GOVINDASAMY K.A.,N,CPI,M,6370,159123,97793,92406
1991,OMALUR,BALU N.,N,BJP,M,523,159123,97793,92406
1991,OMALUR,MANOHARAN P.,N,JP,M,491,159123,97793,92406
1991,OMALUR,BAKKIANATHAN P.,N,IND,M,295,159123,97793,92406
1991,OMALUR,KANDASAMY C.,N,IND,M,235,159123,97793,92406
1991,OMALUR,MADHAIYAN M.,N,IND,M,180,159123,97793,92406
1991,OMALUR,GANAPATHY GOUNDER A.,N,IND,M,99,159123,97793,92406
1991,YERCAUD,PERUMAL C.,W,ADMK,F,59324,141647,86806,82021
1991,YERCAUD,DHANAKODI VEDAN,N,DMK,M,13745,141647,86806,82021
1991,YERCAUD,PONNUSAMI P.,N,PMK,M,7392,141647,86806,82021
1991,YERCAUD,PERIATHAMBI P.,N,BJP,M,1111,141647,86806,82021
1991,YERCAUD,ANDI K.,N,JP,M,449,141647,86806,82021
1991,SALEM-I,JAYARAMAN S.R.,W,INC,M,72792,185710,112388,110335
1991,SALEM-I,SUBASH G.K.,N,DMK,M,31698,185710,112388,110335
1991,SALEM-I,RAMANATHAN V.,N,BJP,M,2130,185710,112388,110335
1991,SALEM-I,KHADER HUSSAIN M.B.,N,MUL,M,1806,185710,112388,110335
1991,SALEM-I,KANNAMMA GANAPATHY M.,N,JP,F,1010,185710,112388,110335
1991,SALEM-I,ARTHANARIASAMY CHETTY T.B.S.,N,IND,M,125,185710,112388,110335
1991,SALEM-I,SELVAKUMARAN P.M.,N,IND,M,102,185710,112388,110335
1991,SALEM-I,SHAN MUGA SUNDARAM S.,N,IND,M,93,185710,112388,110335
1991,SALEM-I,RAVIKUMAR P.,N,IND,M,76,185710,112388,110335
1991,SALEM-I,VANARAJI M.,N,IND,M,68,185710,112388,110335
1991,SALEM-I,USHARAJ M.,N,TDI,F,67,185710,112388,110335
1991,SALEM-I,LAKSHMI KANTHAN A.,N,TMM,M,63,185710,112388,110335
1991,SALEM-I,DAVID DAYALAN T.,N,IND,M,59,185710,112388,110335
1991,SALEM-I,ARUMUGAM C.,N,IND,M,58,185710,112388,110335
