YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1991,ROYAPURAM, D. JAYAKUMAR,W,ADMK,M,46218,133943,79579,78278
1991,ROYAPURAM,R. MATHIVANAN,N,DMK,M,29565,133943,79579,78278
1991,ROYAPURAM,T.S. PERUMAL,N,PMK,M,1278,133943,79579,78278
1991,ROYAPURAM,V. NARASIMMAN,N,BJP,M,857,133943,79579,78278
1991,ROYAPURAM,N. PANDIAN,N,IND,M,120,133943,79579,78278
1991,ROYAPURAM,R. KRISHNAMOORTHY,N,TMM,M,98,133943,79579,78278
1991,ROYAPURAM,B. ETHIRAJ,N,IND,M,51,133943,79579,78278
1991,ROYAPURAM,R. VENKATESWARAN,N,IND,M,48,133943,79579,78278
1991,ROYAPURAM,D. NATARAJAN,N,IND,M,43,133943,79579,78278
1991,HARBOUR,KARUNANIDHI M.,W,DMK,M,30932,121040,64382,63564
1991,HARBOUR,SUPPU K.,N,INC,M,30042,121040,64382,63564
1991,HARBOUR,SUKUMAR M.T.,N,BJP,M,1763,121040,64382,63564
1991,HARBOUR,BALASUBRAMANIAM M.S.,N,JP,M,148,121040,64382,63564
1991,HARBOUR,HAMEEM,N,IND,M,122,121040,64382,63564
1991,HARBOUR,SEENI MOHAMED K.,N,IND,M,98,121040,64382,63564
1991,HARBOUR,BABU S.,N,IND,M,69,121040,64382,63564
1991,HARBOUR,KUPPUSAMY P.,N,IND,M,54,121040,64382,63564
1991,HARBOUR,JALALUDEEN M.,N,IND,M,52,121040,64382,63564
1991,HARBOUR,PANDIAN M.,N,IND,M,47,121040,64382,63564
1991,HARBOUR,VEERAPPA GOUNDER V.T.R.,N,IND,M,40,121040,64382,63564
1991,HARBOUR,RAJAMANNAR P.V.,N,IND,M,35,121040,64382,63564
1991,HARBOUR,PURUSHOTHAMAN R.,N,IND,M,33,121040,64382,63564
1991,HARBOUR,KUPPAN P.,N,IND,M,31,121040,64382,63564
1991,HARBOUR,SYED IBRAHIM,N,IND,M,29,121040,64382,63564
1991,HARBOUR,LAKSHIMPATHY C.,N,IND,M,25,121040,64382,63564
1991,HARBOUR,KOTEESWARAN P.V.,N,IND,M,18,121040,64382,63564
1991,HARBOUR,ANNAMALAI S.,N,IND,M,16,121040,64382,63564
1991,HARBOUR,PANNEERSELVAM M.,N,IND,M,10,121040,64382,63564
1991,DR. RADHAKRISHNAN NAGAR,MADHUSUDHNAN E.,W,ADMK,M,66710,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,RAJASEKARAN V.,N,JD,M,41758,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,GULAM HUSEIEN A.M.,N,MUL,M,941,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,JAGANATHAN V.R.,N,BJP,M,636,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,DIWAN AHMED A.,N,TMM,M,111,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,GANESH M.,N,IND,M,104,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,ANANDAN D.,N,IND,M,93,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,MAHAVEER B.,N,IND,M,89,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,ABDUL PABRIT P.,N,IND,M,67,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,NARAYANAN S.,N,IND,M,37,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,JAGADEESWARAN K.,N,IND,M,31,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,PALANI D.,N,IND,M,31,199052,113180,110639
1991,DR. RADHAKRISHNAN NAGAR,SHANMUGAM N.,N,IND,M,31,199052,113180,110639
1991,PARK TOWN,BALARAMAN U.,W,INC,M,37747,127309,69801,68571
1991,PARK TOWN,RAHMANKHAN A.,N,DMK,M,25912,127309,69801,68571
1991,PARK TOWN,KANTILAL C.,N,BJP,M,3507,127309,69801,68571
1991,PARK TOWN,ELUMALAI (CHOOLAI)P.,N,PMK,M,437,127309,69801,68571
1991,PARK TOWN,MEERANKHAN M.,N,JP,M,217,127309,69801,68571
1991,PARK TOWN,SELVARAJAN K.,N,IND,M,129,127309,69801,68571
1991,PARK TOWN,KANNAN M.,N,AMI,M,101,127309,69801,68571
1991,PARK TOWN,RADHAKRISHNAN R.,N,TMM,M,85,127309,69801,68571
1991,PARK TOWN,BALASUNDARAM G.R.,N,IND,M,78,127309,69801,68571
1991,PARK TOWN,RAVI D.,N,IND,M,64,127309,69801,68571
1991,PARK TOWN,SUDHAKAR M.,N,IND,M,62,127309,69801,68571
1991,PARK TOWN,KUPPUSAMY V.,N,IND,M,59,127309,69801,68571
1991,PARK TOWN,SIVASANKARAN M.,N,IND,M,39,127309,69801,68571
1991,PARK TOWN,MOHAMMED BILAL A.,N,IND,M,34,127309,69801,68571
1991,PARK TOWN,JAYASHREE S.,N,MPP,M,30,127309,69801,68571
1991,PARK TOWN,GOVINDASAMAY ALIAS JAGAJOTHI,N,IND,M,30,127309,69801,68571
1991,PARK TOWN,VENUGOPAL ALIAS VENU P.,N,IND,M,29,127309,69801,68571
1991,PARK TOWN,VARADADESIGAN S.A.,N,IND,M,11,127309,69801,68571
1991,PERAMBUR,DR. M. P. SEKAR,W,ADMK,M,62759,214067,118862,116088
1991,PERAMBUR,CHENGAI SIVAM,N,DMK,M,47307,214067,118862,116088
1991,PERAMBUR,V.K. SAMPATH,N,BJP,M,1960,214067,118862,116088
1991,PERAMBUR,TSPE BAKTHAN,N,JP,M,1588,214067,118862,116088
1991,PERAMBUR,D. KANAGASABAPATHY,N,TMUL,M,1383,214067,118862,116088
1991,PERAMBUR,I. VIJAYA,N,IND,F,440,214067,118862,116088
1991,PERAMBUR,G. MANIMARAN,N,TMM,M,135,214067,118862,116088
1991,PERAMBUR,S. M. VEERAPPAN,N,IND,M,115,214067,118862,116088
1991,PERAMBUR,M. A. KALIDOSS,N,IND,M,89,214067,118862,116088
1991,PERAMBUR,SUKUMAR ALIAS KANCHI SUKUMARAN,N,IND,M,81,214067,118862,116088
1991,PERAMBUR,S. PALANIAPPAN,N,IND,M,77,214067,118862,116088
1991,PERAMBUR,RAJENDRAN J. ALIAS REGENDRA PRASAD,N,IND,M,57,214067,118862,116088
1991,PERAMBUR,N. KANTHANATHAN,N,IND,M,53,214067,118862,116088
1991,PERAMBUR,K. SUNDARAMOORTHY,N,IND,M,44,214067,118862,116088
1991,PURASAWALKAM,RANGANATHAN B.,W,INC,M,71391,231735,129951,127992
1991,PURASAWALKAM,VEERASWAMY ARCOT N.,N,DMK,M,48559,231735,129951,127992
1991,PURASAWALKAM,MANIVANNAN R.,N,PMK,M,3656,231735,129951,127992
1991,PURASAWALKAM,SELVARAJ B.,N,BJP,M,3120,231735,129951,127992
1991,PURASAWALKAM,SAGUNTHALA B.,N,JP,F,243,231735,129951,127992
1991,PURASAWALKAM,ELANGO S.,N,IND,M,206,231735,129951,127992
1991,PURASAWALKAM,NAGMANI J.,N,BSP,F,134,231735,129951,127992
1991,PURASAWALKAM,MARTIN N.,N,IND,M,110,231735,129951,127992
1991,PURASAWALKAM,MUNIRAJ M.,N,MGMK,M,91,231735,129951,127992
1991,PURASAWALKAM, MURUGESAN A.,N,IND,M,86,231735,129951,127992
1991,PURASAWALKAM,NIRMALA S.,N,IND,F,76,231735,129951,127992
1991,PURASAWALKAM,ANANDAN D.,N,IND,M,72,231735,129951,127992
1991,PURASAWALKAM,PANNEERSELVA M. S.,N,IND,M,72,231735,129951,127992
1991,PURASAWALKAM,ARIVIDAI NAMBI N.,N,IND,M,64,231735,129951,127992
1991,PURASAWALKAM,SUNDARASEKARAN K.,N,IND,M,56,231735,129951,127992
1991,PURASAWALKAM,DHAYANITHI V.,N,IND,M,56,231735,129951,127992
1991,EGMORE,ELAMVAZHUTHI,W,DMK,M,23139,128272,46109,45849
1991,EGMORE,YASODHA D.,N,INC,F,21936,128272,46109,45849
1991,EGMORE,SIVAKUMAR,N,IND,M,276,128272,46109,45849
1991,EGMORE,VARADARAJAN AROKONAM MA.,N,JP,M,221,128272,46109,45849
1991,EGMORE,VENKATESAN ALIAS AMBET VENKATESH B,N,IND,M,154,128272,46109,45849
1991,EGMORE,SARATHA E.,N,IND,F,51,128272,46109,45849
1991,EGMORE,SUBRAMANI M.,N,IND,M,42,128272,46109,45849
1991,EGMORE,SARANGAPANI R.,N,IND,M,30,128272,46109,45849
1991,ANNA NAGAR,A. CHELLAKUMAR,W,INC,M,75512,262348,133530,131814
1991,ANNA NAGAR,S. M. RAMACHANDRAN,N,DMK,M,48214,262348,133530,131814
1991,ANNA NAGAR,S. P. RAMAKRISHNAN ALIAS RAMKI,N,BJP,M,4031,262348,133530,131814
1991,ANNA NAGAR,G. SELVAM ALIAS TAMIL SELVAM,N,PMK,M,2498,262348,133530,131814
1991,ANNA NAGAR,S.A. RAMAMURTHY,N,ICS(SCS),M,425,262348,133530,131814
1991,ANNA NAGAR,A. M. PAULRAJ VANIGAOTRUMAI,N,JP,M,272,262348,133530,131814
1991,ANNA NAGAR,R. NAGARAJAN,N,MPP,M,123,262348,133530,131814
1991,ANNA NAGAR,M. RAGARAJAN,N,TMM,M,101,262348,133530,131814
1991,ANNA NAGAR,P. JAYAPRAKASAM,N,IND,M,92,262348,133530,131814
1991,ANNA NAGAR,D. KANNAPPAN,N,IND,M,79,262348,133530,131814
1991,ANNA NAGAR,S. TATHINAKUMAR,N,IND,M,62,262348,133530,131814
1991,ANNA NAGAR,S. RAMACHANDRAN,N,IND,M,60,262348,133530,131814
1991,ANNA NAGAR,P. CHOCKALINGAM,N,IND,M,54,262348,133530,131814
1991,ANNA NAGAR,P. J. SELWYN,N,IND,M,52,262348,133530,131814
1991,ANNA NAGAR,K. SADANANDAM,N,AMI,M,48,262348,133530,131814
1991,ANNA NAGAR,S. SUBRAMANI,N,IND,M,44,262348,133530,131814
1991,ANNA NAGAR,G. PURUSOTHAMAM,N,IND,M,44,262348,133530,131814
1991,ANNA NAGAR,D. ANANDAN,N,IND,M,39,262348,133530,131814
1991,ANNA NAGAR,R. LALITHAKUMAR,N,IND,M,39,262348,133530,131814
1991,ANNA NAGAR,T. HARIKUMAR,N,IND,M,25,262348,133530,131814
1991,THEAGARAYA NAGAR,S. JAYAKUMAR,W,ADMK,M,64460,204830,106659,105341
1991,THEAGARAYA NAGAR,S.A. GANESAN,N,DMK,M,33147,204830,106659,105341
1991,THEAGARAYA NAGAR,R. DURAI,N,BJP,M,4479,204830,106659,105341
1991,THEAGARAYA NAGAR,KRISHNAMURTHY A. ALIAS A.K. MORTHY,N,PMK,M,2137,204830,106659,105341
1991,THEAGARAYA NAGAR,T. DHANASEKAR,N,JP,M,503,204830,106659,105341
1991,THEAGARAYA NAGAR,D. WILLIAMS,N,TMM,M,121,204830,106659,105341
1991,THEAGARAYA NAGAR,D. VESEEKARAN,N,IND,M,91,204830,106659,105341
1991,THEAGARAYA NAGAR,V. GANASAN,N,IND,M,56,204830,106659,105341
1991,THEAGARAYA NAGAR,K. SEKAR,N,AMI,M,56,204830,106659,105341
1991,THEAGARAYA NAGAR,V.T.C. SELVARAJ,N,IND,M,49,204830,106659,105341
1991,THEAGARAYA NAGAR,V. SATHIYAMURTHY,N,IND,M,47,204830,106659,105341
1991,THEAGARAYA NAGAR,M. GAUNASELARAN,N,IND,M,44,204830,106659,105341
1991,THEAGARAYA NAGAR,P.S. POOPANDIAN,N,IND,M,42,204830,106659,105341
1991,THEAGARAYA NAGAR,S. VELMANI,N,IND,M,40,204830,106659,105341
1991,THEAGARAYA NAGAR,D. VALLIVELAN,N,IND,M,40,204830,106659,105341
1991,THEAGARAYA NAGAR,M. KALAIARASAN,N,IND,M,29,204830,106659,105341
1991,THOUSAND LIGHTS,KRISHNA SWAMY K.A.,W,ADMK,M,55426,176708,99519,98092
1991,THOUSAND LIGHTS,STALIN M.K.,N,DMK,M,38445,176708,99519,98092
1991,THOUSAND LIGHTS,NAGARAJAN D.,N,BJP,M,1771,176708,99519,98092
1991,THOUSAND LIGHTS,PANNEERSELVAM B.,N,PMK,M,1273,176708,99519,98092
1991,THOUSAND LIGHTS,DHANASEKARAN T.,N,JP,M,230,176708,99519,98092
1991,THOUSAND LIGHTS,PANNEERSELVAM A. B.,N,IND,M,202,176708,99519,98092
1991,THOUSAND LIGHTS,PREMNATH C.M.,N,IND,M,107,176708,99519,98092
1991,THOUSAND LIGHTS,KATHIRVELU E.,N,TMM,M,79,176708,99519,98092
1991,THOUSAND LIGHTS,SELVI CHRISTIAN TAYLOR,N,IND,F,60,176708,99519,98092
1991,THOUSAND LIGHTS,"ANANANDAN, A.",N,AMI,M,57,176708,99519,98092
1991,THOUSAND LIGHTS,KALAIMANI R.,N,IND,M,54,176708,99519,98092
1991,THOUSAND LIGHTS,NARESH S.,N,IND,M,44,176708,99519,98092
1991,THOUSAND LIGHTS,DEVADOSS P.,N,IND,M,43,176708,99519,98092
1991,THOUSAND LIGHTS,BALAKRISHNAN R.,N,IND,M,38,176708,99519,98092
1991,THOUSAND LIGHTS,KANNAN S.,N,IND,M,32,176708,99519,98092
1991,THOUSAND LIGHTS,SARANGAPANI R.,N,IND,M,31,176708,99519,98092
1991,THOUSAND LIGHTS,GEORGE T.,N,IND,M,29,176708,99519,98092
1991,THOUSAND LIGHTS,GOPAL S.,N,IND,M,29,176708,99519,98092
1991,THOUSAND LIGHTS,SHANMUGAM E.,N,IND,M,28,176708,99519,98092
1991,THOUSAND LIGHTS,RAIKANN A.R.,N,IND,M,28,176708,99519,98092
1991,THOUSAND LIGHTS,RAGHAVAN A.,N,IND,M,25,176708,99519,98092
1991,THOUSAND LIGHTS,MOHANDOSS,N,IND,M,24,176708,99519,98092
1991,THOUSAND LIGHTS,MARIAPPAN C.,N,IND,M,21,176708,99519,98092
1991,THOUSAND LIGHTS,JAYARAMAN K.,N,IND,M,16,176708,99519,98092
1991,CHEPAUK,ZEENATH SHERIFFDEEN,W,INC,F,29605,107928,59410,58482
1991,CHEPAUK,ANBAZHAGAN K.,N,DMK,M,25149,107928,59410,58482
1991,CHEPAUK,KARTHIKEYAN G.,N,BJP,M,2559,107928,59410,58482
1991,CHEPAUK,SHAM SHAHABUDDIN S.K.,N,MUL,M,609,107928,59410,58482
1991,CHEPAUK,MOHAMED ALI M.,N,JP,M,134,107928,59410,58482
1991,CHEPAUK,SARAVANAN D.V.,N,IND,M,84,107928,59410,58482
1991,CHEPAUK,RAVIKUMAR T.,N,IND,M,79,107928,59410,58482
1991,CHEPAUK,MANI P.N.,N,IND,M,64,107928,59410,58482
1991,CHEPAUK,ABDUL KHADER,N,IND,M,41,107928,59410,58482
1991,CHEPAUK,RANINDRAN S.,N,IND,M,37,107928,59410,58482
1991,CHEPAUK,DEVENDRAN M.,N,IND,M,34,107928,59410,58482
1991,CHEPAUK,VENDAN G.,N,IND,M,34,107928,59410,58482
1991,CHEPAUK,RANGANATHAN C.S.,N,MPP,M,31,107928,59410,58482
1991,CHEPAUK,RAJESEKARAN ALIAS BABU V.J.,N,IND,M,22,107928,59410,58482
1991,TRIPLICANE,MOHAMAD ASIF,W,ADMK,M,39028,129453,71947,70872
1991,TRIPLICANE,NANJIL K. MANOHARAN,N,DMK,M,26576,129453,71947,70872
1991,TRIPLICANE,AZHAGUMANI,N,BJP,M,2841,129453,71947,70872
1991,TRIPLICANE,PARTHASARATHI,N,PMK,M,1481,129453,71947,70872
1991,TRIPLICANE,MURUGESAN,N,JP,M,478,129453,71947,70872
1991,TRIPLICANE, VIJAYALAKSHMI,N,IND,F,109,129453,71947,70872
1991,TRIPLICANE,SELVAM,N,IND,M,84,129453,71947,70872
1991,TRIPLICANE,SATHIAVATHI GNANADAS,N,IND,F,72,129453,71947,70872
1991,TRIPLICANE,RAGAVENDRA RAO,N,TMM,M,72,129453,71947,70872
1991,TRIPLICANE,VAITHINATHAN,N,IND,M,55,129453,71947,70872
1991,TRIPLICANE,DEENAN,N,IND,M,32,129453,71947,70872
1991,TRIPLICANE,MARAGATHAVALLI,N,IND,F,27,129453,71947,70872
1991,TRIPLICANE,PANNEERSELVAM,N,IND,M,17,129453,71947,70872
1991,MYLAPORE,RANGARAJAN T.M.,W,ADMK,M,62845,197453,107421,105954
1991,MYLAPORE,NIRMALA SURESH,N,DMK,F,36149,197453,107421,105954
1991,MYLAPORE,KUMARAVELU G.,N,BJP,M,3950,197453,107421,105954
1991,MYLAPORE,BALASUBRAMANIAM G.,N,PMK,M,1335,197453,107421,105954
1991,MYLAPORE,G.N. SRIDHARAN,N,JP,M,920,197453,107421,105954
1991,MYLAPORE,A. EKAMBARAM,N,AMI,M,204,197453,107421,105954
1991,MYLAPORE,E. SEMMALAR SEKAR,N,IND,M,154,197453,107421,105954
1991,MYLAPORE,C.V. PICHAPPA,N,IND,M,96,197453,107421,105954
1991,MYLAPORE,T. SAMPAT,N,IND,M,81,197453,107421,105954
1991,MYLAPORE,C. JAYALAKSHMI,N,IND,F,57,197453,107421,105954
1991,MYLAPORE,COPALAKRISHANAN,N,IND,M,50,197453,107421,105954
1991,MYLAPORE,B. GEJENDRAN,N,IND,M,44,197453,107421,105954
1991,MYLAPORE,K. CHANDRAN,N,IND,M,39,197453,107421,105954
1991,MYLAPORE,SARANGAN,N,IND,M,30,197453,107421,105954
1991,SAIDAPET,BALAN M.K.,W,ADMK,M,63235,209145,111831,110216
1991,SAIDAPET,SRIDHAR R.S.,N,DMK,M,40473,209145,111831,110216
1991,SAIDAPET,JAYACHANDRAN P.,N,PMK,M,3038,209145,111831,110216
1991,SAIDAPET,NANDAKUMAR S.,N,BJP,M,2053,209145,111831,110216
1991,SAIDAPET,KRISHNAMOORTHY K.,N,JP,M,715,209145,111831,110216
1991,SAIDAPET,SANKAR J.,N,IND,M,188,209145,111831,110216
1991,SAIDAPET,GANESAN K.,N,IND,M,91,209145,111831,110216
1991,SAIDAPET,ELUMALAI N.,N,IND,M,79,209145,111831,110216
1991,SAIDAPET,GANESH M.,N,IND,M,77,209145,111831,110216
1991,SAIDAPET,MADAVAN S.,N,IND,M,59,209145,111831,110216
1991,SAIDAPET,CHARLES L.,N,IND,M,55,209145,111831,110216
1991,SAIDAPET,SHANMUGAM S.,N,IND,M,51,209145,111831,110216
1991,SAIDAPET,JAYAKUMAR V.,N,IND,M,50,209145,111831,110216
1991,SAIDAPET,SATHYAN BABU M.B.,N,IND,M,35,209145,111831,110216
1991,SAIDAPET,THIRUMARAVAN R.,N,IND,M,17,209145,111831,110216
1991,GUMMIDIPUNDI,SAKKUBAI R.,W,ADMK,F,61063,168898,117401,111484
1991,GUMMIDIPUNDI,VENU K.,N,DMK,M,28144,168898,117401,111484
1991,GUMMIDIPUNDI,MANOHARAH S.,N,PMK,M,18321,168898,117401,111484
1991,GUMMIDIPUNDI,SUKUMAR P.,N,BJP,M,1943,168898,117401,111484
1991,GUMMIDIPUNDI,DEENADAYALAN,N,JP,M,638,168898,117401,111484
1991,GUMMIDIPUNDI,THANGARAJI M.,N,TMM,M,389,168898,117401,111484
1991,GUMMIDIPUNDI,RAJENDRAN A.,N,IND,M,313,168898,117401,111484
1991,GUMMIDIPUNDI,VELU M.,N,IND,M,224,168898,117401,111484
1991,GUMMIDIPUNDI,RAMESH P.M.,N,IND,M,186,168898,117401,111484
1991,GUMMIDIPUNDI,VIJAYALAKSHMI R.,N,IND,F,184,168898,117401,111484
1991,GUMMIDIPUNDI,MURUGESAN K.,N,BSP,M,79,168898,117401,111484
1991,PONNERI,RAVIKUMAR E.,W,ADMK,M,77374,186052,124003,119522
1991,PONNERI,PARTHASARATHY K.,N,DMK,M,36121,186052,124003,119522
1991,PONNERI,NAGAPPAN R.,N,PMK,M,4965,186052,124003,119522
1991,PONNERI,PRABAKARAN G.S.,N,TMM,M,582,186052,124003,119522
1991,PONNERI,RAVI S.,N,BSP,M,480,186052,124003,119522
1991,THIRUVOTTIYUR,KUPPAN K.,W,ADMK,M,85823,262462,154830,151797
1991,THIRUVOTTIYUR,PALLANISAMY T.K.,N,DMK,M,58501,262462,154830,151797
1991,THIRUVOTTIYUR,ABBU GOUNDER T.,N,PMK,M,4796,262462,154830,151797
1991,THIRUVOTTIYUR,ANNAMALAI R.,N, BJP,M,1513,262462,154830,151797
1991,THIRUVOTTIYUR,GANESAN V.M.,N,JP,M,520,262462,154830,151797
1991,THIRUVOTTIYUR,RAJA G.,N,IND,M,262,262462,154830,151797
1991,THIRUVOTTIYUR,MANI S.S.,N,IND,M,116,262462,154830,151797
1991,THIRUVOTTIYUR,NATHAN B.,N,TLK,M,108,262462,154830,151797
1991,THIRUVOTTIYUR,VERAN N.,N,IND,M,70,262462,154830,151797
1991,THIRUVOTTIYUR,SANKARAN S.,N,IND,M,56,262462,154830,151797
1991,THIRUVOTTIYUR,SAMPATHRAJ JAIN S.,N,IND,M,32,262462,154830,151797
1991,VILLIVAKKAM,KALAN E.,W,INC,M,118196,428210,218138,212993
1991,VILLIVAKKAM,VARADARAJAN W.R.,N,CPM,M,71963,428210,218138,212993
1991,VILLIVAKKAM,GOVINDARAJ,N,PMK,M,11635,428210,218138,212993
1991,VILLIVAKKAM,GAANASEKAR,N,BJP,M,5953,428210,218138,212993
1991,VILLIVAKKAM,KUMARASAMY,N,IND,M,1380,428210,218138,212993
1991,VILLIVAKKAM,ABU BUCKER,N,ICS(SCS),M,1192,428210,218138,212993
1991,VILLIVAKKAM,GEORGE KOMAHAN,N,IND,M,435,428210,218138,212993
1991,VILLIVAKKAM,SUNDARAPANDIAN,N,IND,M,375,428210,218138,212993
1991,VILLIVAKKAM,BAKTHAVATASALAM,N,IND,M,307,428210,218138,212993
1991,VILLIVAKKAM,RAJARAM,N,IND,M,286,428210,218138,212993
1991,VILLIVAKKAM,DEVENDHIRAN,N,IND,M,248,428210,218138,212993
1991,VILLIVAKKAM,KUMAR,N,IND,M,240,428210,218138,212993
1991,VILLIVAKKAM,RAMACHANDRAN,N,IND,M,228,428210,218138,212993
1991,VILLIVAKKAM,ANTHONISAMY,N,IND,M,200,428210,218138,212993
1991,VILLIVAKKAM,VADIVELU,N,IND,M,134,428210,218138,212993
1991,VILLIVAKKAM,VENUGOPAL,N,IND,M,120,428210,218138,212993
1991,VILLIVAKKAM,KAILASAM,N,IND,M,101,428210,218138,212993
1991,ALANDUR,ANNAMALAI S.,W,ADMK,M,88432,296098,154153,151301
1991,ALANDUR,PAMMAL NALLATHAMBI,N,DMK,M,53521,296098,154153,151301
1991,ALANDUR,DAMODARAN A.,N,PMK,M,4401,296098,154153,151301
1991,ALANDUR,RANGANATH S.,N,BJP,M,3474,296098,154153,151301
1991,ALANDUR,SUGADEV G.,N,JP,M,652,296098,154153,151301
1991,ALANDUR,NARAYANAN V.P.,N,IND,M,191,296098,154153,151301
1991,ALANDUR,MURUGASA NADAR T.,N,IND,M,170,296098,154153,151301
1991,ALANDUR,SABITHA DEVI D.,N,IND,F,108,296098,154153,151301
1991,ALANDUR,KHAN ANTARTICAYA,N,IND,M,102,296098,154153,151301
1991,ALANDUR,JEELANE BASHA ALIAS JEELANE B.,N,TMM,M,91,296098,154153,151301
1991,ALANDUR,ANANDAN D.,N,IND,M,89,296098,154153,151301
1991,ALANDUR,VEERASAMY S.,N,IND,M,70,296098,154153,151301
1991,TAMBARAM,S.M. KRISHNAN,W,INC,M,111588,373559,198082,193002
1991,TAMBARAM,M.A. VAIDIALLINGAM,N,DMK,M,64740,373559,198082,193002
1991,TAMBARAM,D. ELUMALAI,N,PMK,M,9270,373559,198082,193002
1991,TAMBARAM,M.G. NANASEKARAN,N,BJP,M,5126,373559,198082,193002
1991,TAMBARAM,R. KAILASAM,N,JP,M,1085,373559,198082,193002
1991,TAMBARAM,M. NAGOORMEERAN ALIAS M.N.R.I. SHI,N,TMM,M,291,373559,198082,193002
1991,TAMBARAM,D. MARIMUTHU,N,IND,M,203,373559,198082,193002
1991,TAMBARAM,K. DHANAPAL,N,IND,M,197,373559,198082,193002
1991,TAMBARAM,M.P. ELUMALAI,N,IND,M,175,373559,198082,193002
1991,TAMBARAM,T.S. MARIMUTHU (GAMA),N,IND,M,157,373559,198082,193002
1991,TAMBARAM,V. KANNIYAPPAN,N,IND,M,86,373559,198082,193002
1991,TAMBARAM,M. ABDULLAH,N,IND,M,84,373559,198082,193002
1991,TIRUPPORUR,M. DHANPAL,W,ADMK,M,60262,159767,109267,106559
1991,TIRUPPORUR,G. CHOCKALINGAM,N,DMK,M,29698,159767,109267,106559
1991,TIRUPPORUR,C. PALANISAMY,N,PMK,M,15529,159767,109267,106559
1991,TIRUPPORUR,A. VEERABADRAN,N,BJP,M,714,159767,109267,106559
1991,TIRUPPORUR,G. SHANMUGAM,N,TMM,M,207,159767,109267,106559
1991,TIRUPPORUR,M. KISTANATHAN,N,IND,M,85,159767,109267,106559
1991,TIRUPPORUR,E.M. VEERARAGHAVAN,N,IND,M,64,159767,109267,106559
1991,CHENGALPATTU,VARDARAJAN C.D.,W,ADMK,M,51694,159450,108776,106266
1991,CHENGALPATTU,TAMILMANI V.,N,DMK,M,34896,159450,108776,106266
1991,CHENGALPATTU,BASKARAN C.R.,N,PMK,M,17725,159450,108776,106266
1991,CHENGALPATTU,ELUMALAI A.N.,N,BJP,M,1262,159450,108776,106266
1991,CHENGALPATTU,SELVAM N.,N,IND,M,196,159450,108776,106266
1991,CHENGALPATTU,DHANDAPANI N.,N,IND,M,158,159450,108776,106266
1991,CHENGALPATTU,DURAIRAJ L.,N,IND,M,139,159450,108776,106266
1991,CHENGALPATTU,ARUNACHALAM D.,N,IND,M,93,159450,108776,106266
1991,CHENGALPATTU,VENKATASUBBAIAH J.,N,IND,M,59,159450,108776,106266
1991,CHENGALPATTU,ABDULHAMEED M.G.,N,IND,M,44,159450,108776,106266
1991,MADURANTHAKAM,P. CHOCKALINGAM,W,ADMK,M,53752,149439,104907,99336
1991,MADURANTHAKAM,S.D. OGAMCHAND,N,TMK,M,35349,149439,104907,99336
1991,MADURANTHAKAM,K. NARAYANASWAMY ALIAS MANI ARASU,N,PMK,M,7667,149439,104907,99336
1991,MADURANTHAKAM,S. ADIKESAVALU,N,BJP,M,862,149439,104907,99336
1991,MADURANTHAKAM,N.R. JANARTHANAN,N,IND,M,503,149439,104907,99336
1991,MADURANTHAKAM,E. GOVINDAN,N,TMM,M,425,149439,104907,99336
1991,MADURANTHAKAM,K. SAMYNATHAN,N,IND,M,387,149439,104907,99336
1991,MADURANTHAKAM,R. STELLA MARRY,N,IND,F,311,149439,104907,99336
1991,MADURANTHAKAM,S.D. ASHOK KUMAR,N,IND,M,80,149439,104907,99336
1991,ACHARAPAKKAM,RAMAKRISHANAN,W,ADMK,M,52494,138588,96025,93241
1991,ACHARAPAKKAM,JAYAPAL M.,N,DMK,M,27769,138588,96025,93241
1991,ACHARAPAKKAM,RAGHAVAN ALIAS AMBEDKAR PITHAN,N,PMK,M,11465,138588,96025,93241
1991,ACHARAPAKKAM,VINAYAGAM S.,N,IND,M,737,138588,96025,93241
1991,ACHARAPAKKAM,MOHAN R.,N,IND,M,461,138588,96025,93241
1991,ACHARAPAKKAM,MANOHARAN K.,N,TMM,M,315,138588,96025,93241
1991,UTHIRAMERUR,KANCHI PANNEERSELVAM,W,ADMK,M,63367,166439,117489,114265
1991,UTHIRAMERUR,K. SUNDAR,N,DMK,M,29273,166439,117489,114265
1991,UTHIRAMERUR,R. VISWANATHAN,N,PMK,M,20552,166439,117489,114265
1991,UTHIRAMERUR,S. CHITHARANJAN DOSS,N,IND,M,553,166439,117489,114265
1991,UTHIRAMERUR,M. MANOGARAN,N,JP,M,520,166439,117489,114265
